IfcBeam,containedInStructure,globalId,hasAssociations,isDefinedBy,name,objectPlacement,objectType,ownerHistory,representation,tag
IfcBeamType,globalId,name,objectTypeOf,ownerHistory,predefinedType,tag
IfcBoilerType,elementType,globalId,name,objectTypeOf,ownerHistory,predefinedType,representationMaps,tag
IfcBuilding,buildingAddress,compositionType,decomposes,description,elevationOfRefHeight,elevationOfTerrain,globalId,isDecomposedBy,isDefinedBy,name,objectPlacement,ownerHistory
IfcBuildingElementPart,decomposes,globalId,hasAssociations,objectPlacement,ownerHistory,representation
IfcBuildingElementProxy,compositionType,containedInStructure,globalId,hasAssociations,hasOpenings,isDefinedBy,name,objectPlacement,objectType,ownerHistory,providesBoundaries,representation,tag
IfcBuildingElementProxyType,globalId,name,objectTypeOf,ownerHistory,predefinedType,tag
IfcBuildingStorey,compositionType,containsElements,decomposes,description,elevation,globalId,isDecomposedBy,isDefinedBy,name,objectPlacement,ownerHistory
IfcColumn,containedInStructure,globalId,hasAssociations,hasOpenings,isDefinedBy,name,objectPlacement,objectType,ownerHistory,representation,tag
IfcColumnType,elementType,globalId,name,objectTypeOf,ownerHistory,predefinedType,representationMaps,tag
IfcCovering,connectedFrom,connectedTo,containedInStructure,globalId,hasAssociations,hasOpenings,isDecomposedBy,isDefinedBy,name,objectPlacement,objectType,ownerHistory,predefinedType,providesBoundaries,representation,tag
IfcCoveringType,globalId,name,objectTypeOf,ownerHistory,predefinedType,tag
IfcCurtainWall,connectedFrom,connectedTo,containedInStructure,globalId,isDecomposedBy,isDefinedBy,name,objectPlacement,objectType,ownerHistory,providesBoundaries,tag
IfcDistributionElement,containedInStructure,globalId,hasAssociations,isDefinedBy,name,objectPlacement,ownerHistory,representation,tag
IfcDistributionElementType,globalId,name,objectTypeOf,ownerHistory,tag
IfcDoor,containedInStructure,decomposes,fillsVoids,globalId,hasAssociations,isDefinedBy,name,objectPlacement,objectType,overallHeight,overallWidth,ownerHistory,providesBoundaries,representation,tag
IfcDoorLiningProperties,definesType,globalId,liningDepth,liningOffset,liningThickness,name,ownerHistory,thresholdDepth,thresholdOffset,thresholdThickness,transomOffset,transomThickness
